Car_Age_Years,Kms_Driven,Engine_CC,Mileage_kmpl,Num_Owners,Resale_Value
8,53850.5924422084,800,19.231552984276178,2,345746.09297575447
13,48793.828810475374,800,20.364302161254514,2,270027.01465856534
0,77180.8378282103,1800,18.759521529435503,1,670145.967751374
0,52026.645941354145,1200,18.464361773004388,3,552988.5008264565
13,46584.75130986896,1000,18.80188006961389,3,240121.508748889
3,49740.607473013544,1200,19.674843786742688,1,534473.7676981833
8,51965.799923618826,1500,19.174136969526035,3,376001.40997368755
5,72849.25656938516,1500,15.566832386417689,1,464946.04933623073
12,67725.64009914282,1500,21.649999443698366,2,322578.2764144988
10,70734.87367136836,1800,18.102216069753805,2,379085.8734466046
2,66320.69716647123,800,19.03668317295901,3,366840.84671350004
0,51092.39756630042,1200,19.421978035053726,2,622366.9688099155
3,70456.54283862408,1000,20.31185560376257,2,503685.6823063834
11,77736.80739907955,1500,20.104213644949272,1,418555.5930682678
12,68767.54824178964,1200,18.263473652894984,1,425634.0460784851
8,66744.83859938776,1500,18.13493296916958,3,426924.74873975205
2,48494.18240143985,1500,18.817221965937794,1,562723.791867723
11,63177.25618461717,1000,20.200122011906934,3,347681.2910092474
8,47696.380058269475,1800,15.774756630334231,3,472089.1557358623
6,59639.58212879094,800,19.28819084448392,1,392148.6982902109
11,35396.00041162026,1800,16.227354790008004,2,456123.11759427155
13,35511.6239551186,1200,21.70242705000294,2,303988.99056748836
14,57134.28465079455,1800,18.734628335968956,2,397494.15462968335
3,51773.40492259515,1200,17.167944850698262,2,488719.79373734933
2,61601.8079021126,1200,18.85743320333779,3,459104.7595231841
9,57978.471313273214,800,18.018403315372908,2,323552.2682050086
14,60452.861808152324,1000,17.679626075335143,3,174204.03701447736
4,69129.1116353511,800,14.381549487184499,1,394562.2787437332
4,53050.96566508751,1800,15.95161399364457,1,456379.48615600937
2,56708.342825327054,1200,17.719093801034973,3,432069.4599904784
11,81825.31834144746,1500,14.623291720639195,2,484488.38000222633
8,60046.2619023754,1500,16.82564740528476,3,414366.8557010431
3,57311.842880619166,1200,17.00025047442595,2,595555.9604225886
10,61237.69048984784,800,16.441114746524136,2,302794.46944032883
4,57579.53440485704,1000,19.544709627329283,3,406428.2858057361
3,49356.41560570163,800,16.239661362803723,3,509867.8091616031
4,45029.55244230419,1200,18.176817624153127,2,510803.7980688488
6,48548.529897749926,1200,17.29367208201885,3,359842.976362541
8,73093.7878015618,1000,17.76240547373573,2,408386.19674536155
6,50551.42117922381,1800,21.212801505302263,3,540906.9248569524
12,57676.13097245585,1800,18.35937270366635,1,354846.43096684123
4,70511.04427699346,1000,18.746065783052575,2,484215.59180119535
9,55824.132437835324,1800,16.469165825573864,1,413409.1924290221
9,69500.41972265478,1500,19.252299354591276,3,432844.45441789407
6,36888.104363537,1800,19.167939813695668,1,570594.6888553953
13,58012.24980687155,1800,18.975217334077424,3,359402.5850426069
14,61183.44144897763,1800,15.581646364234697,2,325281.02159921644
9,60347.08084647252,1500,16.829505564063812,3,281234.854807789
4,35206.21953241674,1800,20.867160127136582,3,502926.7626037838
2,78046.68969646207,1500,16.624511068625463,2,587342.1645562674
6,47179.90582542875,1000,21.13997605150926,3,499511.4143677393
12,65025.556878937015,800,16.907206845899186,2,292323.346592663
10,60119.46423970996,1000,18.296432308105643,3,270511.9359138526
10,75055.64285716016,800,17.625661531485072,2,342134.3020792467
1,92812.3324406131,1000,16.310389435636672,1,584519.7388008953
14,40644.53273185746,800,16.33918204086063,3,215332.96666040656
11,50266.29178091252,800,16.59151398702053,3,268202.1064372113
8,62836.38740758578,1200,18.29612856289915,3,374150.60490092076
9,43419.70023670813,800,19.780835047990543,2,359810.17389721744
9,71732.7391193364,800,18.16631330542799,3,313521.6185151482
11,72650.58933235588,1200,17.9332435269089,2,428852.598518244
0,68391.73613992556,1800,20.420756110684593,3,485401.246981839
12,63548.72626314296,1800,18.082676353932627,1,410550.88120928226
5,80545.63166954671,1200,16.914272789777307,3,363852.2961933424
6,42665.61777496707,1500,16.0045178427264,1,575720.8976690072
13,60979.0229301383,800,20.540894567317235,2,264089.06375416357
12,48917.956969046674,800,17.341204979675396,1,355549.8752312018
7,73348.74498847753,1200,16.842852411252263,3,445219.52363081137
9,32499.88253240351,1200,16.66991355285455,3,299709.31911171187
8,59578.7420161053,1500,20.428381110975458,2,415119.89043071633
1,65028.580306049225,1800,16.85405201346355,3,624251.9843812957
10,45787.61797539338,1000,19.980925515350187,3,260995.82849133195
9,50607.1495166765,1800,17.539184179181063,2,422624.9602550866
1,60230.68472058159,800,15.583239337946154,2,416616.6006714272
4,74326.44569162214,1200,17.3350166123602,1,583009.9944949476
12,44506.961571194195,1500,17.93441373110412,2,332487.43222867657
4,47123.250894379715,1800,17.7696584144573,3,527305.3731485378
5,76883.81656560516,1500,17.72003259424773,2,518517.2057121386
2,55905.369001202474,1800,17.356110113656364,3,503953.8023195631
7,48336.91440232534,800,16.429980080594742,1,329921.4789557792
12,70930.27195825374,1000,18.02147512754839,2,287626.0845362801
0,52677.0450415163,1500,19.08189684145585,3,549115.7798413228
5,75411.3230300816,1500,15.074808478800575,2,474493.5899914921
3,50044.19434530432,1000,20.598124436104413,2,494023.1265209428
0,57606.08157262506,1500,10.606756188621326,2,548078.5856628924
14,74174.57498083098,1500,18.150497149532697,2,280487.33886581665
6,56606.08693239373,1800,18.93217387094685,1,563378.654587383
8,71340.7998311797,1800,16.79329438020995,3,373516.6137235562
12,59016.78589828493,1000,13.748330458058838,2,286970.4260205181
3,89725.37709600043,800,17.806551799815903,3,380409.0302809738
3,83531.67906154273,1500,18.339391849206866,1,578032.5981990116
5,40078.55606349378,800,15.702562530847601,3,442497.22357670945
11,67833.65521872015,1000,16.339733178839083,3,332571.2605831082
14,47753.940208484375,1000,19.92542419212757,1,380363.84609902423
2,62872.60408189096,1800,18.235363519403553,2,566565.1497501591
12,61025.559439653916,1500,14.982646021474718,3,291932.80875303916
11,44169.19474361269,1200,18.899659835510263,3,251166.76646181525
5,75877.26815295487,1000,16.138962336043264,2,413350.8015400394
6,63049.544153536124,1500,16.450475134346703,2,452484.7621288788
10,55729.754464911246,800,18.395314785361595,3,256463.68534265686
9,53428.35263634608,1800,18.20898005523827,1,456823.10667640506
9,62096.65454649353,800,17.194786917682336,2,255651.12397085837
2,66118.87526271428,1000,16.991581250836294,2,430819.6763350319
6,58125.36320462601,1000,17.49840192255011,1,465659.7035442747
13,17512.206438356872,800,16.438813013854734,3,244664.00113637224
2,60253.360743637255,1000,20.178024503555086,2,534560.1866136367
12,38377.76907585334,1500,14.861612601983069,3,302451.2297571399
12,56858.211515263865,1000,17.518242810853348,3,264708.33456655295
1,38931.536143955374,1800,15.081189853242902,3,628303.278940991
11,38752.53547380799,1500,19.872003494557042,1,427594.70155694225
13,78526.82732922792,1200,17.51537933202605,3,221679.26697442555
9,55198.62028583414,1000,15.886662814237775,3,260513.2830969071
3,54050.06760267123,1000,19.37009525252337,2,530959.245137156
11,67237.86073242888,1800,13.41613864652212,2,301462.3654041178
7,54441.14215391322,1800,18.561768050277976,1,486543.80208947224
12,91557.09138191114,800,20.302578377075495,1,336058.15608709474
14,55904.70358910971,800,18.359087115725558,2,151797.2507100817
8,65476.881179745156,800,16.986979106431836,2,327504.7573353874
6,74564.11997065292,1800,15.515636076381256,1,535723.2235586039
0,84033.79838410365,800,20.165029270845015,3,459311.3059104538
2,48869.9079651354,800,19.854843715284602,1,485995.1307868739
12,53730.54744242033,1200,16.709276338217958,3,253590.33904941476
11,79118.87812940273,800,16.762724972780944,2,331577.9521863429
13,72150.93456079037,1000,20.3735342004533,2,376614.0048599268
8,76127.63903502688,1800,19.063226293577088,2,466100.29344289773
14,39469.43184660497,1500,14.426831320578508,3,174131.52904597294
11,83219.99630886028,1200,17.608595190594016,1,399620.9012728816
0,48578.886850727926,1800,17.53488710444434,3,568496.0421601858
8,62884.39467212844,1800,18.49526894525921,1,449272.46688779077
7,57776.656836123446,1000,18.012092031870612,1,405134.29510629195
0,46822.75745177895,800,16.974577676455564,1,529622.8619123831
5,38811.96354868496,1000,18.356719304719757,2,385121.7960009244
4,33842.27825050653,800,17.10444467430656,1,491238.7560423481
5,61785.276090809624,800,24.828374051960118,2,534999.8240759668
9,37120.21364649816,1800,18.245455802027074,1,441216.70603269024
11,42992.76607369675,800,17.970601061741995,1,442282.7714062528
12,56729.4618270267,1200,21.685615116623126,2,347097.94831016316
12,20417.872496101503,1200,15.271313213111393,2,330960.13896847924
12,71684.69568066002,1200,17.780054251833036,3,261399.819161862
14,23851.67749339788,1800,16.100793825991452,1,356069.334358006
4,58839.41413000841,1000,19.270020113020177,2,482982.9833657821
5,60225.28839891434,1500,17.011301035643733,3,477020.2112672644
4,68070.92580272713,800,19.160187470399496,3,282187.95379440713
10,59374.7879641516,1500,19.016101996869086,2,524512.8289669139
11,90268.61945749857,1000,19.560744523980148,1,262998.6055557184
4,63244.753223527514,1000,19.049037585043912,3,399408.2960081288
3,75804.1859886549,1800,17.551921212289965,1,466839.2776762209
2,49148.05786694568,1200,15.204694586462026,1,547644.5924076354
2,61811.35209284202,1200,20.018169882026527,3,466075.639806783
3,83213.55142543389,1000,20.818054849330313,2,455262.72044530645
8,56434.573129655386,1800,16.124263377416792,1,515372.1871621103
1,62883.52146292847,1800,19.471754723225374,2,594782.9173035254
14,74712.80173706212,800,15.659274504828828,3,216542.3626207689
8,48866.55719712548,1200,18.406864349523794,1,388920.7771392999
0,27576.5950002121,1000,18.818840972416663,2,566537.3892588466
13,63833.604805685536,1500,17.147560452390653,2,297941.83144654677
14,74830.03754037005,1200,18.190142873786154,1,298638.43752451206
14,39728.31352662043,800,19.696406342994432,2,272742.4947246989
0,70053.29845916008,1800,17.78116698949798,2,593101.5651683694
4,70154.49581009307,1000,16.649724990879605,3,409613.6403637333
5,25897.55611327044,1200,15.552441574455322,3,375996.2761345615
5,45955.67051389842,1500,17.21847126749118,2,553453.19006282
2,54062.56828902507,800,15.650556837581822,2,516342.5880179639
6,57305.639996471444,800,17.24523195672112,1,448082.05371266505
8,48852.98602848024,1200,17.069515073140824,3,354649.0512638754
10,48044.95794626727,1500,19.60820993992504,1,439583.5706043314
11,85072.24336773138,800,18.146950032420623,2,345605.8970391105
9,58386.61302211638,1000,23.094519379434384,1,452970.5300591372
7,49574.3450977539,800,13.972821526984731,2,431673.50852804916
5,59382.45784631175,1500,18.62674286343756,3,439094.44602138316
11,68056.36249591716,1800,17.096887429000976,3,381432.4450119421
7,60774.39565066812,1800,16.08791875903111,2,537310.2575595265
11,56914.0861375804,1200,17.94046101084766,3,259057.04979907462
4,50249.7499699432,1500,17.79076613527808,2,468795.2803805342
7,50068.03731798602,800,20.155625634692065,1,449193.0829816024
9,51032.874202719606,800,18.182516893606007,2,287284.0189154407
11,65082.219012161055,1800,16.614396824562462,1,346510.8309825557
3,45087.298613973195,1800,18.66842112740064,2,632193.9005756427
9,65899.03835205332,1000,17.540696872576966,3,387117.497724988
7,81194.92133440245,1800,15.749042909758586,2,407648.69035141554
9,64885.610367197994,1000,17.502909260974448,2,288466.58454531076
11,54456.21706624294,800,18.461884154813376,2,275498.05884949
1,40528.09672418055,1000,18.144564860464293,3,556810.063825281
11,83671.60211867272,1000,18.660626109263763,2,293609.15463954775
11,42449.735241016315,1200,16.947029581985618,3,314350.9720111892
4,72728.43051713622,1800,18.635223922867887,2,555787.5435614372
8,69577.76790891727,1000,18.24023162563483,1,428624.2010403768
3,56448.4709555391,800,18.256458767547088,2,541248.6980250427
10,56055.31794328983,1500,18.064713105653375,1,400171.92890917824
5,32464.33088938469,1000,22.352186420471927,3,425714.0552691525
14,64950.97501218932,1800,20.22025248760014,3,319806.55493657425
0,69298.89498593708,1200,18.590783513857264,2,558673.1179903188
8,43663.79825778293,800,16.399585446303565,3,266411.7968344671
0,57662.67788506346,1200,17.415335000487072,2,489787.8902159279
4,60567.928725134254,1500,21.231576302296677,3,408736.9006690655
3,68768.58941924352,1000,16.87412507433299,1,552550.8180055002
12,60057.04614184781,1000,17.66854073372907,3,221956.94959579577
11,35605.20969057624,1800,17.557193348771182,1,478332.7203980906
12,52050.93345806266,1000,18.735774554317032,2,314519.0088248301
12,63369.386780835295,800,17.12670704542914,2,230952.5709697875
13,72622.92513059638,1500,18.35371601629651,2,281254.73202461284
2,50735.4508590863,1200,17.171366210696753,1,572847.031223252
12,92814.74811825028,1500,20.629021399063465,2,349363.92561618
5,31582.90396744553,1000,16.627444751132014,2,478692.494083527
1,51544.49737413148,1200,19.955289689576873,1,571218.3924927354
2,58754.495947608404,1800,16.82972828735267,3,498776.5479378691
4,56988.76254670704,1500,16.292507344238516,2,515876.6670091262
14,41517.86505277751,1200,16.598414507020156,3,320032.2672170023
8,66717.9262162769,1200,14.577128545930492,3,256538.46918467205
1,65566.41076970883,1200,18.877196892768612,2,503895.75169476407
9,60719.4216897232,800,15.672047780953791,2,366178.4396121708
7,64977.657948877735,1500,17.284160944814786,1,500187.9355843675
13,53643.353828279534,1200,19.523243195197526,1,381999.01736262825
1,35739.55574837148,1500,19.45870535948927,2,569023.5869727927
10,49250.40194921633,1200,15.136682168005468,3,240189.04466397318
12,62355.818721141615,1800,18.621087159861876,1,508259.9880123477
4,62441.16622269594,1800,20.28098796461651,1,643814.1752780464
6,60620.68578878772,1800,16.72631417962027,2,498659.6917734108
7,68230.62401977548,1000,19.02714665600366,2,360883.0971095751
0,51282.809318249754,1200,15.71344078841092,2,536970.5389740409
5,60400.21585665804,1000,18.77131390647398,2,457568.0093815809
0,68581.39167607382,1500,18.262542722659315,1,617915.3189956432
1,58726.6527224647,1000,19.322293911650906,1,567878.5971479678
14,41350.14107390852,1500,19.19829217377741,1,447426.6661931715
0,45577.67445516694,1500,15.293032780897695,3,599274.0217800857
10,72462.7848641905,1500,18.273106481488384,1,370049.0035790381
4,80887.08244413859,1000,20.905827288547744,1,506119.890757342
9,77629.24661736074,1200,13.62938235643514,2,336055.3482687693
14,63482.33924613053,1000,19.93385222772413,1,322957.54334751813
8,41953.01096974961,1200,21.203410199258176,1,459467.15478745755
5,59904.72664840697,1200,15.030728959030396,1,643524.7624912248
10,83433.82697925632,1500,16.658601857705044,2,399721.97496028413
10,69277.32570684713,1000,19.035486643901063,1,375758.59676993964
0,56887.83715974191,1200,16.227749768372718,1,692389.6335919217
12,69429.37849261824,1800,20.729158367290726,3,357750.2587981921
0,40959.07190076593,1200,20.11779253151214,3,463937.6268401363
1,49564.929332276966,1800,15.230073520913763,3,554685.406916502
8,43737.12913466513,1000,16.513883800137975,3,378358.2492016841
2,67043.57727522649,1000,19.539673643670042,2,529323.7064383121
14,70711.55249580138,1000,19.461318805494656,3,273286.9153869995
0,57692.6095920245,1200,22.436880070606076,1,626150.1588513637
4,46906.05484890651,800,16.240235589101037,3,409423.2279210831
6,59703.76359698059,1200,20.918435678943982,2,382779.66015383205
5,52701.30163989289,1200,16.17217211047286,3,498586.9784045804
11,48057.43942959383,1500,19.000641864911742,3,327693.0268699917
0,65084.9052796387,1500,19.784684883118967,2,547834.8613284214
4,48630.116662219894,1200,12.012199814267134,2,603116.935521617
14,36504.75400553861,1800,19.822412596165563,2,445219.14519786515
4,39838.28294455219,1500,20.76913938209877,2,510000.8305611528
5,35951.09299776076,1200,20.191763506947485,2,388566.1768091908
2,63712.67874864307,800,22.106677620155352,2,458540.1224224179
4,62256.08157264246,1800,19.93035456701178,1,667619.8027277093
6,61507.80141762243,1000,16.925589797294972,3,388858.53386834165
4,68815.97478719914,1200,20.478022268830557,3,379554.2620810927
4,77879.38284175674,1200,16.81206743888917,2,510695.58800716395
4,51116.00203762327,1800,18.164835849891958,2,538443.6051002119
9,66097.16215857628,1500,19.66356654680247,1,423507.020171511
9,36305.767388911845,1500,18.89616164829342,1,439893.57727043657
2,80680.64619395026,1500,20.702263983700327,2,617086.0942609698
0,41327.53142672764,1000,22.977349391677535,1,635600.0998793726
4,49348.783214393436,1800,15.725272116097202,1,508198.54040061
13,51034.35729400361,1800,17.343327762380625,2,384872.2436459877
8,37105.935049166816,1500,18.63275672512462,2,452726.0566381054
13,60488.63366112843,1500,17.073618113386516,2,309956.1509300582
0,63208.558023022226,800,17.848587463004204,2,503557.4272045375
2,57158.794935276754,800,19.551639212550135,3,406822.8986658077
12,36896.28551953385,1200,19.285816662733534,3,266282.9886505474
12,89750.79352277567,1200,18.494665460611767,2,325094.77204725007
3,68238.46194752472,1800,18.295461006528463,1,586888.6566956384
13,99513.33065474938,1800,17.552259731012768,2,370184.19577518036
0,47923.36140170561,1000,20.809045678895437,3,479216.4747136402
0,74368.23342265465,1000,21.326777673185997,1,622170.9471267718
7,71689.10831091244,800,20.03762800721694,3,409990.5585890025
1,55641.37345353956,1200,15.701246824268091,2,538943.8717460685
11,81165.76351588836,800,17.475579139931057,3,277875.18617559486
14,53918.84988579332,800,18.39933191954577,3,236220.71441081897
7,54586.628708630895,1200,16.11861094415553,3,355957.61729771807
6,7928.551620924256,1000,18.158167409457857,1,518678.47480951383
9,66135.42080613956,1200,18.044443585068485,3,227643.89870070288
9,40117.351324763906,1500,20.168276349174462,1,337117.8262765418
1,51739.18206456733,1500,17.003419120642736,2,558666.7531302638
5,44606.70541882459,1500,20.32660577654739,2,540349.7550727495
5,54506.52691022608,1800,16.085263927661227,3,476749.86181529314
2,66658.20345326154,1000,16.364321604677293,1,573057.5445363479
10,60167.12344573136,1000,17.241275384536024,2,281553.4819733106
1,70644.6193575871,1800,18.095743773329616,1,683106.8916401649
11,78984.44303378447,800,13.166975197194805,1,401449.33479540335
0,54468.06094983247,1500,18.918595130821878,3,524701.2291722554
5,52821.491369758296,1500,21.418685063491502,3,506395.2475808119
11,74365.91480493014,800,19.302539135954706,1,341865.57569690474
4,75555.70933109894,1200,17.578660146389673,1,537050.1530204113
13,71108.86302154571,1200,15.830817835460815,3,333278.6003306641
13,45717.31789890976,1000,14.373955528501973,1,336628.3712948302
10,66339.82598252405,1800,14.713952750569366,3,409194.0513102969
8,61642.05906070933,1000,17.738320249986245,1,359241.69916061993
0,75787.93412024494,1200,22.213820036902536,3,565429.5323482243
14,51406.91865693377,800,12.565853218737185,1,352494.45787045103
14,35000.845632751254,1000,19.400435778470126,3,194525.85337337374
6,70353.55200570408,1500,16.644569175228117,1,488605.77424042363
14,21624.474251143467,1500,17.329010081943313,2,365481.12483147014
4,49027.29894155505,800,16.124602226911975,2,466249.3635999559
4,44652.06733022558,1200,15.265122417026191,1,455482.9459976618
13,44550.979936413794,1500,18.25127447734464,2,350723.9020844191
1,48764.52793567357,1500,18.52560697293934,1,604560.4666894333
10,78260.60354627445,1800,19.336680117438583,1,410446.98196432344
2,72308.3312850956,1000,14.62951258778362,2,555570.6155404366
6,56224.039770112424,1200,19.747944666956176,1,491404.8329944743
5,77004.35207788573,1000,19.783615108510368,3,450001.10193189344
11,44065.54267250439,1200,18.848987372862943,1,335843.5394700706
1,42025.74921379263,1500,17.15807676586308,1,649908.6385667474
5,72953.94988869886,1800,18.61686173437789,2,572458.0863996136
1,68694.6484398397,1000,17.679101886379357,3,466582.55142150505
1,53096.04897625015,1500,19.93703265997001,1,598404.0680328774
1,42968.08659452804,1200,17.266911404146434,1,525103.1038645345
13,81895.9781255691,1000,18.216048860153336,1,270297.5235626116
14,34198.46173578272,1000,14.523355990057718,1,283839.17287050723
10,51023.610969846595,1500,18.610599578380445,1,391524.4347423851
2,63428.64791276846,1000,16.500891098190525,1,499391.0162829357
14,87032.4721264717,1800,19.024932434721137,3,301463.407061163
1,65746.5031810983,1800,19.576849790495668,3,579746.7077005734
3,67204.56979519948,1500,16.780054115810696,1,621280.1284764209
8,51459.24449777809,1200,18.062376604935434,1,410368.8398719946
5,68527.20337911898,1500,18.348989822706514,2,491942.6283352858
0,61579.6398131863,1800,18.73612746386664,3,564533.7238580118
7,36173.031893736625,800,19.57971565128783,3,336234.3685251395
14,71894.0228023966,800,19.318022352726928,1,266200.0941749997
11,74555.90084770277,1000,17.240219385503735,3,264633.9344953368
13,72050.47573231744,1000,21.196643858308207,3,260084.50702356902
6,60499.91888498703,800,19.503974952241602,2,391744.0670853876
9,45657.34675275529,1800,20.810288784504053,2,520968.7244797229
2,25362.244030727015,1000,18.69341344674384,3,398179.09924047295
0,62355.80408102176,1500,18.811610910557082,3,607954.6119656246
4,76229.13089611274,1500,17.765617897190914,3,446757.1049464144
12,74932.98703624621,1800,17.112451043124608,1,404429.2137811179
3,72241.09265090773,1000,19.95067636220874,2,483250.70884299016
9,58886.835321759136,1500,18.529181249162832,1,491426.2282494075
7,76311.96261047246,1000,17.73687230897321,2,351040.05767321953
0,73862.42735783855,1000,15.954750028257195,2,498090.07504487736
9,53660.496589176626,1500,21.110231075416237,2,451528.4285265428
0,70148.97024923771,800,18.22525086926514,3,394692.3260144137
11,51960.61281886062,1500,15.546554845562898,2,368951.0265827458
3,68100.36347425383,1800,18.162844931649047,1,560551.8695333208
7,40513.250335483994,1200,17.598159124398876,2,382126.3934827107
4,41666.82286990617,1500,17.516107199709705,1,479791.71775093453
1,75873.10570415862,1000,19.152519603942732,2,558136.1087132007
5,74063.40183307148,1000,17.60092095713953,2,443712.3569153653
4,69504.17310863748,1500,17.389001895839016,3,433800.8589957835
1,61319.53231579246,1200,20.724809473877716,1,583286.7667802084
12,24130.883534637775,1500,14.520866049476037,2,306853.04066839535
13,58876.86092690266,1200,17.897235384211445,2,277443.9835171581
10,66812.74750784757,1200,19.857703721317627,1,396249.42061412614
10,51979.00128660613,1800,19.253864897784933,2,434969.61780434236
10,49312.58710787643,1000,20.040097186553236,3,335067.17860446865
2,81666.30582230538,1000,22.043143759768007,1,455003.6576682083
14,59095.665129125824,1200,21.397903487783985,3,274404.67586002965
8,66821.9275446357,1000,15.68893057223425,1,327381.01688471594
6,71611.97192429047,800,14.778593167785008,1,450106.4674707889
6,44978.443852423836,1200,18.65370481339703,1,482806.3447915564
14,62898.11134071291,1000,15.291764636884759,2,308999.23056093033
10,79794.6674171595,800,14.147061359609847,1,308820.19590170437
5,87288.34774949582,1800,18.632485715723174,1,591295.2837961073
7,60599.045958220355,1000,19.134090650970467,1,388733.08772586007
3,56430.84678979388,800,21.422281291098027,3,441345.81385805074
7,64035.361022063,1500,19.536862139980848,1,394692.8574312916
3,63654.555705412815,1500,21.83912017193929,2,587843.2307233005
7,80801.3709919673,800,18.711108370671955,1,502076.3097830095
8,45054.124662493996,1200,15.727459522641285,1,409744.20511298924
2,55801.90370750968,1200,19.644374112343247,3,497163.6988323407
2,43242.88009685234,1000,20.668626199039643,2,542576.3347884527
10,44818.576713036346,1500,18.782168795823143,2,326424.4681733207
12,65648.61022708687,1200,20.90110093071148,2,292423.66283907887
1,72147.8676245554,1200,17.753498573927647,1,536636.0709776309
12,50259.12459384382,1500,19.091798234230648,1,522499.0149275349
9,71581.42183462935,1800,17.65133583731626,2,489453.4148126521
2,76673.67985697952,1200,22.758087182794206,2,519083.2783740877
2,89020.58997650085,800,19.682521372654424,3,473489.3063314132
4,61046.20273261573,1000,15.766589738297586,2,467339.1437340209
4,50403.532088338005,1200,21.70519493694924,1,569565.6824631661
1,44962.92102591158,1200,16.533640483285225,1,534443.7528745336
11,43473.1020312016,1800,18.02739191913308,1,521014.4443357651
9,78746.7105210541,800,18.93660159165132,3,259049.42995090986
12,37273.56985566524,1000,19.099983949687307,2,282864.56565030763
5,78266.227284768,1200,18.967444446976796,1,527280.5787874188
4,46973.38456121777,1000,15.733908989321092,3,441003.07227452775
5,49721.90703210892,1500,18.97406927032422,3,463219.0910984487
0,57726.6681748503,1200,20.201291874271405,1,653720.545712391
4,49445.18175650233,1200,20.143728059988316,3,397655.83136403444
8,73979.69632439362,1500,15.396374813095925,3,471416.95361085946
11,87200.15927974164,1800,16.688694237037943,1,401433.2421689551
9,50138.517636702934,1200,15.91095670759824,3,338243.0544468002
13,53516.4324125306,1000,18.6796259840009,1,422271.9998353679
1,57550.18789074152,800,14.896704435104878,1,500443.01735210395
0,68115.85145238957,1000,15.754514455437064,3,544357.7427662504
13,57697.735815662156,1800,16.66973002069754,1,390444.2257443791
9,80808.86116578893,800,14.406419775538556,1,320723.10029401793
12,77199.35874842892,1000,17.944401792281806,2,276046.56638435746
10,42218.0646960735,1000,13.787009521983808,1,408566.00605652446
8,67814.52248362244,1500,18.970689539087065,2,483718.12386333675
9,82805.08855964255,1800,17.205956722662254,2,441495.62188405724
8,52578.28581349675,1500,16.752033585527116,2,354069.77525557356
14,55586.02692309665,800,17.078502756861482,2,275219.0772921274
8,52079.44503220567,1500,17.879227815409237,3,390491.3691993283
5,52393.865767147414,1800,19.18573236548623,3,436236.12587144546
14,34973.226721334286,1200,20.634194547194234,1,361735.6512983889
7,40075.27572802424,1200,20.02781163042991,1,536737.7729596335
13,61162.105781058446,800,22.463376645553232,1,317145.0244459902
10,82703.96961979168,1200,19.3505944187549,3,362866.4330358319
14,50799.587812225756,1500,18.280630204747865,2,342561.8984301604
12,50358.64045577163,800,17.085936361336742,3,269843.70359745814
0,85522.81605631101,1800,17.15240208611494,3,553421.4506775574
9,43376.13807276019,800,19.07807605313184,1,436480.9860643825
3,35081.35255940368,800,16.001111716443592,1,556171.6011411438
0,47572.268457937505,1000,18.45795227838387,1,631221.1146168715
7,50058.23281808451,1000,17.96227020839223,2,393168.357379947
0,33788.203729574016,800,16.543805886995425,2,581991.3042706297
2,58079.37440588083,1200,15.897619414067638,3,497968.89627973805
12,74226.69524792302,1000,23.04943500346368,2,263418.68431507633
3,40710.67839427761,1800,15.206857667563417,1,586190.619591554
14,61313.67328430383,1500,17.86448287130677,2,286416.1632602868
14,65939.0351344016,1000,20.445167616314414,2,168971.1413061659
14,58749.235870885605,800,19.058113729856558,2,297970.3757630439
7,62785.38884611589,1200,17.05292888808868,2,574825.4281253589
5,62959.908938928165,1500,15.615705728909324,1,585784.5578113107
13,47809.08064622352,1000,18.25957288651905,1,339017.1445674066
9,82478.73858017802,1200,12.720969501730238,3,291132.602683648
11,78716.35251114322,1200,18.339734120791736,3,249406.838945347
6,77848.67095861751,1200,18.06965317378908,3,402816.8929829964
13,75205.13610815795,800,20.1402438570532,2,311233.4891800791
7,36375.307958504636,1800,15.713320513831135,2,455223.1849518286
1,73890.9356671795,1200,17.35305720030787,1,703326.7126448613
12,69834.02141324262,1500,18.873803293675035,3,242504.74253864202
9,36952.14577584325,1000,18.411135517407125,1,427982.2439069598
13,56776.344672748826,1500,15.31470700617916,3,291070.66610910796
10,64151.90173987932,800,16.704996539232233,3,278370.35976831155
7,84964.75647186954,800,20.799823120462786,3,311474.34601359925
2,70870.85786841388,1500,18.518652770582232,2,554243.8490623973
6,47031.514090825476,1800,14.671767704045541,3,438010.988979097
2,85430.82687677945,800,19.766464293354673,3,500978.44955230143
14,60656.696440708336,800,14.80147054789444,2,315114.7675937764
6,56162.382946453625,1500,17.3859590047745,3,414649.5230719446
13,55093.227051167814,800,19.126553109152955,2,187584.5119731253
10,35646.671429653,1800,20.427411760037472,2,459341.2557514301
14,58353.45744275786,1800,13.324151524678403,1,384875.44635334215
11,67462.27885958487,1800,19.423180214941397,2,409799.0166592545
12,54219.25008712176,1000,19.723449280100933,2,338708.3588476336
1,66306.78715871337,1800,16.88596906368374,2,666580.9041738881
9,47034.13393628729,1800,18.1818181788687,3,452676.99658516527
5,57886.0812858357,1000,11.896056545317311,1,493316.8949898833
2,64748.10489912948,1200,12.504039370384177,3,502833.84289695934
2,62844.91315595131,800,20.21706544001651,2,501802.53069196304
14,35918.02365421431,1800,16.922209542028064,2,305535.5696313627
8,53414.910736931575,800,17.30757553699572,1,477738.0919988106
6,85161.9439546891,1500,18.469352807388052,1,507956.2648869794
4,52613.308885042235,800,17.268135578446255,2,398200.78903179726
